name,url,model,price,currency,sku,release_date,brand,category,fuel_type,color,interior_color,vehicle_transmission,engine,total_km_driven,wheel_configuration,images,source,uniq_id,scraped_at
2019 Jeep Cherokee,https://www.truecar.com/used-cars-for-sale/listing/1C4PJMLB7KD355212/2019-jeep-cherokee/,Cherokee,26990,USD,1C4PJMLB7KD355212,2019,Jeep,SUV,Gas,Bright White Clearcoat,Black,Automatic,2.4L Inline-4 Gas,28219,4WD,https://listings-prod.tcimg.net/listings/77763/12/52/1C4PJMLB7KD355212/VBRW6I4VPXY5YWTZONOEUZO5CQ-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/12/52/1C4PJMLB7KD355212/VX4LLFKTKJP2HBBA7GY3JKZFNE-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/12/52/1C4PJMLB7KD355212/L3JKHXHZPGHUAZ55H3HQV4GIG4-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/12/52/1C4PJMLB7KD355212/XC3HBUM6RE5NEUR3MPUWRJJ4EU-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/12/52/1C4PJMLB7KD355212/CBCINOMWGDIVZRCFBFKCCHHHBE-og-60.jpg,truecar,95575ead-4213-5cc1-932b-1ccf897d285c,07/13/22
2020 INFINITI QX60,https://www.truecar.com/used-cars-for-sale/listing/5N1DL0MM2LC526098/2020-infiniti-qx60/,QX60,30894,USD,5N1DL0MM2LC526098,2020,INFINITI,SUV,Gas,Liquid Platinum,Graphite,Automatic,3.5L V-6 Gas,50168,AWD,https://listings-prod.tcimg.net/listings/218308/98/60/5N1DL0MM2LC526098/PH7NZJQMJHAHHVO24TZK6I4E3M-cr-60.jpg | https://listings-prod.tcimg.net/listings/218308/98/60/5N1DL0MM2LC526098/4OUZLCM7QL76ZLYM7LAART2TK4-cr-60.jpg | https://listings-prod.tcimg.net/listings/218308/98/60/5N1DL0MM2LC526098/HC5ZANV6IVJWVFJOJSYMWEJRWI-cr-60.jpg | https://listings-prod.tcimg.net/listings/218308/98/60/5N1DL0MM2LC526098/B2QIKQKOW7BABF33IKXMSZPLUU-cr-60.jpg | https://listings-prod.tcimg.net/listings/218308/98/60/5N1DL0MM2LC526098/6HJBOJXCR6J2XNIZLX4OWM4VMQ-cr-60.jpg,truecar,b1e578a8-e74b-54c4-a792-a45609a3bb30,07/13/22
2016 Ford F-150,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1CP4GKE23343/2016-ford-f-150/,F-150,25998,USD,1FTEW1CP4GKE23343,2016,Ford,Pickup Truck,Gas,Caribou Metallic,Medium Light Camel,Automatic,2.7L V-6 Gas Turbocharged,121883,RWD,https://listings-prod.tcimg.net/listings/168984/43/33/1FTEW1CP4GKE23343/CLSMW6LOFR2U2KB6Y2V7Y2BF5Y-cr-60.jpg | https://listings-prod.tcimg.net/listings/168984/43/33/1FTEW1CP4GKE23343/4YL7D7PKFVQIC5MHZNPNIAZYR4-cr-60.jpg | https://listings-prod.tcimg.net/listings/168984/43/33/1FTEW1CP4GKE23343/K4MRMUHTGYQMUA4C6O3TGCODWM-cr-60.jpg | https://listings-prod.tcimg.net/listings/168984/43/33/1FTEW1CP4GKE23343/6DDT77OBL4XLFPIJQTJTKSMXFA-cr-60.jpg | https://listings-prod.tcimg.net/listings/168984/43/33/1FTEW1CP4GKE23343/2RXN3FAY6L6BKAGWFHLAZ6365M-cr-60.jpg,truecar,691ab254-e7c5-52bb-9ca1-91268b42c751,07/13/22
2017 INFINITI QX80,https://www.truecar.com/used-cars-for-sale/listing/JN8AZ2NCXH9430624/2017-infiniti-qx80/,QX80,35989,USD,JN8AZ2NCXH9430624,2017,INFINITI,SUV,Gas,Hermosa Blue,Graphite,Automatic,5.6L V-8 Gas,69555,4WD,https://listings-prod.tcimg.net/listings/8565/24/06/JN8AZ2NCXH9430624/ABINWNC73GTDRMWSYJMNUEJ4FY-cr-60.jpg | https://listings-prod.tcimg.net/listings/8565/24/06/JN8AZ2NCXH9430624/BQFQBXAQYY2UTLKIEDS4CVGCZM-cr-60.jpg | https://listings-prod.tcimg.net/listings/8565/24/06/JN8AZ2NCXH9430624/MSGHR57ZMXSAOL4NAMUXUXN3OE-cr-60.jpg | https://listings-prod.tcimg.net/listings/8565/24/06/JN8AZ2NCXH9430624/ADWJJSUQCSCSWMVDARTIUFYKSE-cr-60.jpg | https://listings-prod.tcimg.net/listings/8565/24/06/JN8AZ2NCXH9430624/BIZKVAEYZG2LBY7Q4RRLUM3YWM-cr-60.jpg,truecar,280dbe70-f908-5e64-b386-9672d8ac0e73,07/13/22
2018 Lexus GX,https://www.truecar.com/used-cars-for-sale/listing/JTJBM7FX2J5204360/2018-lexus-gx/,GX,41888,USD,JTJBM7FX2J5204360,2018,Lexus,SUV,Gas,Black Onyx,Black,Automatic,4.6L V-8 Gas,25285,4WD,https://listings-prod.tcimg.net/listings/4032/60/43/JTJBM7FX2J5204360/4T4XGADYHJYS4KOEW373DMTPH4-cr-60.jpg | https://listings-prod.tcimg.net/listings/4032/60/43/JTJBM7FX2J5204360/7PRGCDKAE5YZXEBIESBAPCYP3U-cr-60.jpg | https://listings-prod.tcimg.net/listings/4032/60/43/JTJBM7FX2J5204360/6ZR2UJLPZZ6JS467XG4YRTT4YI-cr-60.jpg | https://listings-prod.tcimg.net/listings/4032/60/43/JTJBM7FX2J5204360/VYBSDVMUYBUQZ23YNMX2D275CQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/4032/60/43/JTJBM7FX2J5204360/MGCHWVX7KSMCWM5KQPPKUYFMJU-cr-60.jpg,truecar,3f9ae41f-6db5-5477-9826-2902b063a1c8,07/13/22
2020 Ford F-150,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1C53LFA23095/2020-ford-f-150/,F-150,39989,USD,1FTEW1C53LFA23095,2020,Ford,Pickup Truck,Gas,Dark Gray,Black,Automatic,5.0L V-8 Gas Twin-Turbo,59260,RWD,https://listings-prod.tcimg.net/listings/7211/95/30/1FTEW1C53LFA23095/ADD5UIEJNMAM7WVRIAJDPZPA4M-cr-60.jpg | https://listings-prod.tcimg.net/listings/7211/95/30/1FTEW1C53LFA23095/BOKIT7PKY3KCOCAGGYNEMXVNS4-cr-60.jpg | https://listings-prod.tcimg.net/listings/7211/95/30/1FTEW1C53LFA23095/56TLMSPVICYDCZU6AK3EUPZKFA-cr-60.jpg | https://listings-prod.tcimg.net/listings/7211/95/30/1FTEW1C53LFA23095/TWMHSHU3I6CXCVVOB4IX6PSCHQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/7211/95/30/1FTEW1C53LFA23095/ZV47OEWRWEF7N7RPAM2EP74UCA-cr-60.jpg,truecar,3f2741d9-22d9-5abc-b9f3-6484f08b3168,07/13/22
2013 Nissan Maxima,https://www.truecar.com/used-cars-for-sale/listing/1N4AA5AP2DC814056/2013-nissan-maxima/,Maxima,15638,USD,1N4AA5AP2DC814056,2013,Nissan,Sedan,Gas,Super Black,Charcoal,Automatic,3.5L V-6 Gas,87962,FWD,https://listings-prod.tcimg.net/listings/10531/56/40/1N4AA5AP2DC814056/S4P6CU6U3PGKT6CPGF6EICKBDE-cr-60.jpg | https://listings-prod.tcimg.net/listings/10531/56/40/1N4AA5AP2DC814056/WVLKKDATW2R2XETXWWHVSY7TRY-cr-60.jpg | https://listings-prod.tcimg.net/listings/10531/56/40/1N4AA5AP2DC814056/JTPVA6ZWCQOBPXD2YMOQRLBFP4-cr-60.jpg | https://listings-prod.tcimg.net/listings/10531/56/40/1N4AA5AP2DC814056/M3I2Q35DHIFDZIFQEQK2OD2J64-cr-60.jpg | https://listings-prod.tcimg.net/listings/10531/56/40/1N4AA5AP2DC814056/WN26NNKT27GL736VPA3PAB4XSI-cr-60.jpg,truecar,03430c64-8ff5-59e5-9e07-bfe2a9b1aed7,07/13/22
2011 Ford Super Duty F-350,https://www.truecar.com/used-cars-for-sale/listing/1FTRF3BT7BEA61074/2011-ford-super-duty-f-350/,Super Duty F-350,29000,USD,1FTRF3BT7BEA61074,2011,Ford,Pickup Truck,Diesel,Royal Red Metallic,Adobe,Automatic,6.7L V-8 Diesel Turbocharged,108759,4WD,https://listings-prod.tcimg.net/listings/80173/74/10/1FTRF3BT7BEA61074/YJE3X76VXFO7WM7LKXI4OHWFOU-cr-60.jpg | https://listings-prod.tcimg.net/listings/80173/74/10/1FTRF3BT7BEA61074/TW3LNWNV5Y3VTNADA4YMQOHBDM-cr-60.jpg | https://listings-prod.tcimg.net/listings/80173/74/10/1FTRF3BT7BEA61074/JVBU2GTFGW2MNL2NTE5Y2ZKZGI-cr-60.jpg | https://listings-prod.tcimg.net/listings/80173/74/10/1FTRF3BT7BEA61074/XPV6M4GBSZTQ4RW7DJTX52XSK4-cr-60.jpg | https://listings-prod.tcimg.net/listings/80173/74/10/1FTRF3BT7BEA61074/5FHIXOP3VQF6XSGAXWPQFM3CSU-cr-60.jpg,truecar,17a7838c-66e8-56cd-a113-de601d7302f8,07/13/22
2019 INFINITI Q60,https://www.truecar.com/used-cars-for-sale/listing/JN1EV7EL6KM291413/2019-infiniti-q60/,Q60,41998,USD,JN1EV7EL6KM291413,2019,INFINITI,Coupe,Gas,Liquid Platinum,Graphite,Automatic,3.0L V-6 Gas Turbocharged,39768,AWD,https://listings-prod.tcimg.net/listings/38586/13/14/JN1EV7EL6KM291413/CJJG272Y4MM33TZFIHEPOCJRI4-cr-60.jpg | https://listings-prod.tcimg.net/listings/38586/13/14/JN1EV7EL6KM291413/YUS3XR4GKRXLV4WFBIH74DSLQE-cr-60.jpg | https://listings-prod.tcimg.net/listings/38586/13/14/JN1EV7EL6KM291413/SWTJ3I2EGVUELS5TIZNJDKX23U-cr-60.jpg | https://listings-prod.tcimg.net/listings/38586/13/14/JN1EV7EL6KM291413/QAR3WGKJ4OY3632ADKZMUNNYAE-cr-60.jpg | https://listings-prod.tcimg.net/listings/38586/13/14/JN1EV7EL6KM291413/O233PRFP7GFRCV2D2VSFDT7BDE-cr-60.jpg,truecar,46303996-98aa-5f9d-9bb5-bf1c0bf9c9f6,07/13/22
2018 Chevrolet Silverado 2500HD,https://www.truecar.com/used-cars-for-sale/listing/1GC1KWEY2JF135317/2018-chevrolet-silverado-2500hd/,Silverado 2500HD,71115,USD,1GC1KWEY2JF135317,2018,Chevrolet,Pickup Truck,Diesel,Summit White,Cocoa/Dune,Automatic,6.6L V-8 Diesel Turbocharged,48026,4WD,https://listings-prod.tcimg.net/listings/65616/17/53/1GC1KWEY2JF135317/3PDPD2WVLKWMXM4O6SKJKJ2N54-cr-60.jpg | https://listings-prod.tcimg.net/listings/65616/17/53/1GC1KWEY2JF135317/F2QBXZQAE4S43S4LNXWIVFDLWA-cr-60.jpg | https://listings-prod.tcimg.net/listings/65616/17/53/1GC1KWEY2JF135317/N5P3RQALEUP2GGU3KV5BTXICQU-cr-60.jpg | https://listings-prod.tcimg.net/listings/65616/17/53/1GC1KWEY2JF135317/2F3UD7ENZMAXGFAVHLHQYFYCP4-cr-60.jpg | https://listings-prod.tcimg.net/listings/65616/17/53/1GC1KWEY2JF135317/W6RIVNGAQPGRKGLJP2QQJ23PY4-cr-60.jpg,truecar,8130a586-159e-55bb-ae45-640f6070b531,07/13/22
2015 Chevrolet Equinox,https://www.truecar.com/used-cars-for-sale/listing/2GNALBEKXF6411463/2015-chevrolet-equinox/,Equinox,19990,USD,2GNALBEKXF6411463,2015,Chevrolet,SUV,Gas,Champagne Silver Metallic,Jet Black,Automatic,2.4L Inline-4 Gas,36174,FWD,https://listings-prod.tcimg.net/listings/77763/63/14/2GNALBEKXF6411463/UIKFLLZRS536HDVLRPLG35QQY4-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/63/14/2GNALBEKXF6411463/VX4LLFKTKJP2HBBA7GY3JKZFNE-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/63/14/2GNALBEKXF6411463/LQ3ML25WGF3TII5YW6B7DHJCS4-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/63/14/2GNALBEKXF6411463/YVZO5ZTUOZGDNRIJSMRQBHBSWM-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/63/14/2GNALBEKXF6411463/YQDL5WO6RSDLQYLERFTIQVLYOU-og-60.jpg,truecar,0da3c86d-ef42-596f-b167-23d6769d3a8a,07/13/22
2020 Toyota Corolla,https://www.truecar.com/used-cars-for-sale/listing/JTDEPRAE1LJ108979/2020-toyota-corolla/,Corolla,23500,USD,JTDEPRAE1LJ108979,2020,Toyota,Sedan,Gas,Super White,Black,Automatic,1.8L Inline-4 Gas,56523,FWD,,truecar,f5b6d486-be99-56e1-8bb9-bfc8ef1ed357,07/13/22
2019 Dodge Grand Caravan,https://www.truecar.com/used-cars-for-sale/listing/2C4RDGEG5KR631118/2019-dodge-grand-caravan/,Grand Caravan,23490,USD,2C4RDGEG5KR631118,2019,Dodge,Minivan,Gas,Granite Pearlcoat,Black,Automatic,3.6L V-6 Gas,73764,FWD,https://listings-prod.tcimg.net/listings/139301/18/11/2C4RDGEG5KR631118/XDAZJE6HCNFCV5IIGSVQVCW3MQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/139301/18/11/2C4RDGEG5KR631118/CINLDCAO3A5GUCKBKQZKXNIG6Q-cr-60.jpg | https://listings-prod.tcimg.net/listings/139301/18/11/2C4RDGEG5KR631118/WKDBBA7SEVYVTZKZGNYRGJDR6Y-cr-60.jpg | https://listings-prod.tcimg.net/listings/139301/18/11/2C4RDGEG5KR631118/U2EWADAGRTCPAEFH4HAG3JSU64-cr-60.jpg | https://listings-prod.tcimg.net/listings/139301/18/11/2C4RDGEG5KR631118/AMYTVDO2BUPBKJCWJJ5FJYZZ44-cr-60.jpg,truecar,1269bd59-5b15-59d6-9da5-6f87700ab2c2,07/13/22
2020 Lincoln Corsair,https://www.truecar.com/used-cars-for-sale/listing/5LMCJ2DH9LUL15925/2020-lincoln-corsair/,Corsair,44988,USD,5LMCJ2DH9LUL15925,2020,Lincoln,SUV,Gas,Grey,Ebony,Automatic,2.3L Inline-4 Gas Turbocharged,13721,AWD,https://listings-prod.tcimg.net/listings/147714/25/59/5LMCJ2DH9LUL15925/KCONFRLC6IRC6W7RCCLRQWVQDM-cr-60.jpg | https://listings-prod.tcimg.net/listings/147714/25/59/5LMCJ2DH9LUL15925/MVLOKTWQJ63E2FUHL3CW4PVNVY-cr-60.jpg | https://listings-prod.tcimg.net/listings/147714/25/59/5LMCJ2DH9LUL15925/ZD2FERLIT335ZIZ3EO5WEQCD2E-cr-60.jpg | https://listings-prod.tcimg.net/listings/147714/25/59/5LMCJ2DH9LUL15925/JQ6AU7XLSAETKFQOGXXOTOHEHU-cr-60.jpg | https://listings-prod.tcimg.net/listings/147714/25/59/5LMCJ2DH9LUL15925/RWZLR5SBBPVZMNYBNKRZPJ7WMA-cr-60.jpg,truecar,dde79c88-bb51-5d2f-b4fa-f00dc547176b,07/13/22
2010 Chevrolet Equinox,https://www.truecar.com/used-cars-for-sale/listing/2CNFLGEW7A6271259/2010-chevrolet-equinox/,Equinox,,USD,2CNFLGEW7A6271259,2010,Chevrolet,SUV,Gas,Black Granite Metallic,Jet Black/Brownstone,Automatic,2.4L Inline-4 Gas,122100,AWD,,truecar,9eeb9fff-9449-5e97-a500-86fe0ebcfd68,07/13/22
2020 Cadillac XT5,https://www.truecar.com/used-cars-for-sale/listing/1GYKNCRS1LZ128578/2020-cadillac-xt5/,XT5,37991,USD,1GYKNCRS1LZ128578,2020,Cadillac,SUV,Gas,Radiant Silver Metallic,Jet Black,Automatic,3.6L V-6 Gas Turbocharged,61256,FWD,https://listings-prod.tcimg.net/listings/298396/78/85/1GYKNCRS1LZ128578/CMI7NCAZ7CT6GVYSZPTPCRGDIU-cr-60.jpg | https://listings-prod.tcimg.net/listings/298396/78/85/1GYKNCRS1LZ128578/34Z75H4DNS7GGQLKNQR5J2PSJU-cr-60.jpg | https://listings-prod.tcimg.net/listings/298396/78/85/1GYKNCRS1LZ128578/HMI5PCCURRRKKPR4IHDQBS7IC4-cr-60.jpg | https://listings-prod.tcimg.net/listings/298396/78/85/1GYKNCRS1LZ128578/OCBI7QCIA7MXJLHVEYFDWXUBKM-cr-60.jpg | https://listings-prod.tcimg.net/listings/298396/78/85/1GYKNCRS1LZ128578/OHGGBOXMGAV4HCW3327DUNFJXQ-cr-60.jpg,truecar,d13d01a4-8cc4-5baa-9dce-b9ac70f69069,07/13/22
2013 Chevrolet Camaro,https://www.truecar.com/used-cars-for-sale/listing/2G1FK3DJ4D9194254/2013-chevrolet-camaro/,Camaro,29981,USD,2G1FK3DJ4D9194254,2013,Chevrolet,Convertible,Gas,Crystal Red Tintcoat,Black,Automatic,6.2L V-8 Gas,56069,RWD,https://listings-prod.tcimg.net/listings/27894/54/42/2G1FK3DJ4D9194254/GW4KNFXTUAR4IYFYKZISDRYHPM-cr-60.jpg | https://listings-prod.tcimg.net/listings/27894/54/42/2G1FK3DJ4D9194254/MRDRGF5XJAZOYAQPZ4OL5ICM7U-cr-60.jpg | https://listings-prod.tcimg.net/listings/27894/54/42/2G1FK3DJ4D9194254/QFUUHMUOEE63OPMD6E2GZS277A-cr-60.jpg | https://listings-prod.tcimg.net/listings/27894/54/42/2G1FK3DJ4D9194254/C3EQ3HNMQ3ESH25PU4VNH3FY6E-cr-60.jpg | https://listings-prod.tcimg.net/listings/27894/54/42/2G1FK3DJ4D9194254/KIHMGYJOSZYP6ZV5XGPOYU6BGQ-cr-60.jpg,truecar,d2e1e694-25fc-5036-b651-c8d393443a2c,07/13/22
2019 Honda Civic,https://www.truecar.com/used-cars-for-sale/listing/2HGFC2F88KH575179/2019-honda-civic/,Civic,24699,USD,2HGFC2F88KH575179,2019,Honda,Sedan,Gas,Platinum White Pearl,Black,Automatic,2.0L Inline-4 Gas,33857,FWD,https://listings-prod.tcimg.net/listings/15341/79/51/2HGFC2F88KH575179/TSP7NVRYSQVKPLDI3W44DEGZAI-cr-60.jpg | https://listings-prod.tcimg.net/listings/15341/79/51/2HGFC2F88KH575179/NBXUQ4FI4QWQOJFZMPEJCFRB2A-cr-60.jpg | https://listings-prod.tcimg.net/listings/15341/79/51/2HGFC2F88KH575179/WFKJO5E6AJKJY2AA2JVT366L54-cr-60.jpg | https://listings-prod.tcimg.net/listings/15341/79/51/2HGFC2F88KH575179/6RSKBRGBUYHYAL3SM3RHJP5YY4-cr-60.jpg | https://listings-prod.tcimg.net/listings/15341/79/51/2HGFC2F88KH575179/6SHGEBLIRMJMYVVANBVUQOTPR4-cr-60.jpg,truecar,3fb553e8-e2eb-530b-aeb3-e494b36e35c3,07/13/22
2022 Chevrolet Silverado 1500 LTD,https://www.truecar.com/used-cars-for-sale/listing/1GCUYDED8NZ111427/2022-chevrolet-silverado-1500-ltd/,Silverado 1500 LTD,51998,USD,1GCUYDED8NZ111427,2022,Chevrolet,Pickup Truck,Gas,Shadow Gray Metallic,Jet Black,Automatic,5.3L Inline-8 Gas Turbocharged,3921,4WD,https://listings-prod.tcimg.net/listings/5558/27/14/1GCUYDED8NZ111427/5ILPJ3WBPF5YDDPVNGR56ZP5J4-og-60.jpg | https://listings-prod.tcimg.net/listings/5558/27/14/1GCUYDED8NZ111427/VHLMRBP2AGLUFNQH7OV7ZSEMBU-og-60.jpg | https://listings-prod.tcimg.net/listings/5558/27/14/1GCUYDED8NZ111427/XDXNHXXL4EWNPRUQTPIS3WJQPI-og-60.jpg | https://listings-prod.tcimg.net/listings/5558/27/14/1GCUYDED8NZ111427/WRGURTRQZE6NYTETKKY6JMBZTA-og-60.jpg | https://listings-prod.tcimg.net/listings/5558/27/14/1GCUYDED8NZ111427/ISK5SOWHNNX7IEXXGH2WGBS6AU-og-60.jpg,truecar,fb30c843-c95a-519c-aa17-41df356fdc23,07/13/22
2020 Hyundai Kona,https://www.truecar.com/used-cars-for-sale/listing/KM8K22AA6LU403432/2020-hyundai-kona/,Kona,25127,USD,KM8K22AA6LU403432,2020,Hyundai,SUV,Gas,Chalk White,Black,Automatic,2.0L Inline-4 Gas,17460,FWD,https://listings-prod.tcimg.net/listings/9103/32/34/KM8K22AA6LU403432/C35N7BEIFCFTVPTEAVXHAOGMVE-cr-60.jpg | https://listings-prod.tcimg.net/listings/9103/32/34/KM8K22AA6LU403432/AAWBI5BO7T32FVSMQT4Y6NWOZY-cr-60.jpg | https://listings-prod.tcimg.net/listings/9103/32/34/KM8K22AA6LU403432/KSKXWBMRAWKLLBIAJNH3OQ5QLE-cr-60.jpg | https://listings-prod.tcimg.net/listings/9103/32/34/KM8K22AA6LU403432/TL5PO7NQH26OAWDCZ2EH37MGTY-cr-60.jpg | https://listings-prod.tcimg.net/listings/9103/32/34/KM8K22AA6LU403432/ESZBVNQS5BCIFO5ILLJCSXWOOY-cr-60.jpg,truecar,952d244f-d35b-5fc5-8a41-1165c683b66c,07/13/22
2014 Kia Optima,https://www.truecar.com/used-cars-for-sale/listing/KNAGM4AD7E5066662/2014-kia-optima/,Optima,14998,USD,KNAGM4AD7E5066662,2014,Kia,Sedan,Hybrid,Aluminum Silver Metallic,Black,Automatic,2.4L Inline-4 Hybrid,123590,FWD,https://listings-prod.tcimg.net/listings/161598/62/66/KNAGM4AD7E5066662/AENFX5YPULCXNAXCFXTJIC5FNQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/161598/62/66/KNAGM4AD7E5066662/3WWGKGUWZEH4CCTCBFUUBSLBUA-cr-60.jpg | https://listings-prod.tcimg.net/listings/161598/62/66/KNAGM4AD7E5066662/TDULP5VC3WMNMO4YTS46EK4PJU-cr-60.jpg | https://listings-prod.tcimg.net/listings/161598/62/66/KNAGM4AD7E5066662/VYWTKM5QQQNY32O5AAYRJNNBDQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/161598/62/66/KNAGM4AD7E5066662/VVNPH4UJ6HE3ASDDH2EPR5UAGU-cr-60.jpg,truecar,0263c612-9a65-5361-a973-1794bcf96428,07/13/22
2016 Ram 3500,https://www.truecar.com/used-cars-for-sale/listing/3C63RRKL6GG131218/2016-ram-3500/,3500,44212,USD,3C63RRKL6GG131218,2016,Ram,Pickup Truck,Diesel,Bright White Clearcoat,Brown/Lt Frost Beige,Automatic,6.7L V-6 Diesel Turbocharged,165888,4WD,https://listings-prod.tcimg.net/listings/40736/18/12/3C63RRKL6GG131218/WK2AGUC7OKTWHUT4JWT6KPWJZI-cr-60.jpg,truecar,aac61f62-fa22-5f80-9eea-04284306740e,07/13/22
2021 Land Rover Range Rover,https://www.truecar.com/used-cars-for-sale/listing/SALGS2RU0MA455711/2021-land-rover-range-rover/,Range Rover,113597,USD,SALGS2RU0MA455711,2021,Land Rover,SUV,Gas,Santorini Black Metallic,Ebony/Ebony/Ebony/Cirrus,Automatic,3.0L Inline-6 Gas Supercharged and Turbocharged,4756,4WD,https://listings-prod.tcimg.net/listings/21783/11/57/SALGS2RU0MA455711/6VACTJCYIAHOVQKJLHYY4BYEYQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/21783/11/57/SALGS2RU0MA455711/AY4ZLV7PWB6EC5EV3VMGPZ3774-cr-60.jpg | https://listings-prod.tcimg.net/listings/21783/11/57/SALGS2RU0MA455711/K3J2BEHGXRERUJFJULDMBKJHUQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/21783/11/57/SALGS2RU0MA455711/7CD6JBDCINVFTOWGNX5XBEOQT4-cr-60.jpg | https://listings-prod.tcimg.net/listings/21783/11/57/SALGS2RU0MA455711/6MJWW3D5EQE4I4PJEBXYXX5UV4-cr-60.jpg,truecar,e0cea4e4-628b-5c0c-9364-d83436aa060a,07/13/22
2017 Honda Pilot,https://www.truecar.com/used-cars-for-sale/listing/5FNYF5H90HB002359/2017-honda-pilot/,Pilot,29899,USD,5FNYF5H90HB002359,2017,Honda,SUV,Gas,Grey,Black,Automatic,3.5L V-6 Gas,56114,FWD,https://listings-prod.tcimg.net/listings/207418/59/23/5FNYF5H90HB002359/R4XNDMY5CPGMAMHVYU26M52MOE-cr-60.jpg | https://listings-prod.tcimg.net/listings/207418/59/23/5FNYF5H90HB002359/SNIK7MLV36PRGJ2EBHRF5QY5FI-cr-60.jpg | https://listings-prod.tcimg.net/listings/207418/59/23/5FNYF5H90HB002359/BJ2OKZZYF4BKFWBVMZF6CWTRTA-cr-60.jpg | https://listings-prod.tcimg.net/listings/207418/59/23/5FNYF5H90HB002359/42DWXN2EAMCWTCARLXPV36XMRA-cr-60.jpg | https://listings-prod.tcimg.net/listings/207418/59/23/5FNYF5H90HB002359/GM4VXXJH2WQ2BUH7S6T77PXH4I-cr-60.jpg,truecar,f010840c-b097-5b09-a852-feaaa1376872,07/13/22
2019 Mazda CX-5,https://www.truecar.com/used-cars-for-sale/listing/JM3KFBDY8K0673504/2019-mazda-cx-5/,CX-5,35888,USD,JM3KFBDY8K0673504,2019,Mazda,SUV,Gas,Jet Black Mica,Parchment,Automatic,2.5L Inline-4 Gas Turbocharged,28763,AWD,,truecar,6febd735-e0e7-5a31-b24c-5c99e8fa3b54,07/13/22
2020 Toyota Camry,https://www.truecar.com/used-cars-for-sale/listing/4T1C11AK2LU945931/2020-toyota-camry/,Camry,25800,USD,4T1C11AK2LU945931,2020,Toyota,Sedan,Gas,Celestial Silver Metallic,Black,Automatic,2.5L Inline-4 Gas,10879,FWD,https://listings-prod.tcimg.net/listings/7883/31/59/4T1C11AK2LU945931/3EWNQSNMKOLPJUAMBFB3KJDIVY-og-60.jpg | https://listings-prod.tcimg.net/listings/7883/31/59/4T1C11AK2LU945931/FEMTBNLGTCZVJMJVUSKARUMSG4-og-60.jpg | https://listings-prod.tcimg.net/listings/7883/31/59/4T1C11AK2LU945931/6BBC22GLI5K3VKBCQCOE427GT4-og-60.jpg | https://listings-prod.tcimg.net/listings/7883/31/59/4T1C11AK2LU945931/TFT5QGL6IGQSF2FPGWZ4JJTY2E-og-60.jpg | https://listings-prod.tcimg.net/listings/7883/31/59/4T1C11AK2LU945931/DSE45QJLSZW3PCZ6QJF7CFMKMU-og-60.jpg,truecar,e38417bf-2c39-5cbe-8094-375184ce5a15,07/13/22
2020 Toyota Corolla,https://www.truecar.com/used-cars-for-sale/listing/JTDEPRAE3LJ028258/2020-toyota-corolla/,Corolla,21495,USD,JTDEPRAE3LJ028258,2020,Toyota,Sedan,Gas,Blueprint,Black,Automatic,1.8L Inline-4 Gas,50466,FWD,https://listings-prod.tcimg.net/listings/29687/58/82/JTDEPRAE3LJ028258/63MOOOZ6NTLBIM5I22M5SLMULU-cr-60.jpg | https://listings-prod.tcimg.net/listings/29687/58/82/JTDEPRAE3LJ028258/BNQL7ZYFG2MBFKORZOCQ5CHP7I-cr-60.jpg | https://listings-prod.tcimg.net/listings/29687/58/82/JTDEPRAE3LJ028258/KYE6FUGNDXG3TWOKCDGGQJWHTA-cr-60.jpg | https://listings-prod.tcimg.net/listings/29687/58/82/JTDEPRAE3LJ028258/RSE7FEALP7TKRCJXZA5TME4NZU-cr-60.jpg | https://listings-prod.tcimg.net/listings/29687/58/82/JTDEPRAE3LJ028258/THEVL4L4GZUNGNWQWKM5A5USJU-cr-60.jpg,truecar,9f5f8da9-1689-5947-acdd-6d819c774dd1,07/13/22
